did,mid,name,year,gender,country
6157330,1635421,Mary Halvorson Quartet,2017,,United States
259092,5375,Lee Konitz,1927,1,United States
259106,967216,Ron Jefferson,1926,1,United States
521252,393242,Orchestre National de Jazz,1986,,France
5272618,132556,Cesar Mariano & Cia.,,,Brazil
1897515,614074,Peter Paterno,,1,United States
390189,2229389,John Goldsmith,,1,United States
259119,350106,Ian McDonald,1946,1,United Kingdom
390191,1087296,Nimrod Hunt,,1,United States
193583,246316,Marty Paich,1925,1,United States
652341,464322,A. Philip Randolph,1889,1,United States
881719,1940940,Greg Spero,1985,1,Chicago
455737,211515,Ricardo Silveira,,1,Brazil
455739,35267,Gregg Karukas,1956,1,United States
455740,45778,Eric Marienthal,1957,1,United States
160829,130459,Nat Adderley,1931,1,United States
95297,552418,Charles Curtis,,1,United States
259139,1154007,石川晶,1934,1,Japan
259140,61121,Casiopea,1976,,Japan
259151,468226,James Johnston,1966,1,United Kingdom
259154,71818,David Murray,1955,1,United States
259157,992248,Charley Drayton,1965,1,United States
324694,254289,Robert Lowe,,,United States
1307735,1658285,Free Jazz Workshop,1972,,France
1242200,558393,Imelda May,1974,2,Ireland
1176666,1138784,Doruk Onatkut,1940,1,Türkiye
324701,34558,Sheila E.,1957,2,United States
1176669,1138777,Tuna Ötenel,1947,1,Türkiye
324705,1249293,David Myles,,1,United States
29807,84185,Fred Wesley,1943,1,United States
1143921,650969,Sidiki Camara,,1,Belgium
554114,384147,Eric Tagg,1953,1,United States
29827,148346,Webster Lewis,1943,1,United States
9041029,1999476,Lady Blackbird,,2,Los Angeles
1242248,1039703,Ole Matthiessen,1946,,Denmark
324750,656441,Agostino Marangolo,1953,1,Italy
914585,1513194,Jaimie Branch,1983,2,United States
1340569,200003,Ethel Ennis,1932,2,United States
29853,64925,Lenny Williams,1945,1,United States
292012,475713,Esa Kotilainen,1946,1,Finland
292013,551333,Seppo Paakkunainen,1943,1,Finland
292017,671994,Eero Ojanen,1943,1,Finland
292020,726626,Dizzy Reece,1931,1,Jamaica
357568,1012591,Greg Bandy,1949,1,United States
357569,951628,"Charles ""Dolo"" Coker",1927,1,United States
324805,442518,Roger Raspail,,1,France
455885,929437,Czesław Bartkowski,1943,1,Poland
455886,121517,Michał Urbaniak,1943,1,Poland
1406158,929723,George Russell Septet,,,United States
3339475,1149942,Joe Visciano,,1,New York
324820,176458,Earl Van Dyke,1930,1,United States
2716907,2123427,Grant Schroff,,1,Seattle
2520309,845312,Xiao-Dong Wang,1969,1,China
29947,282845,Sonny Simmons,1933,1,United States
554237,547520,Vaughn Armon,,1,United Kingdom
554238,2031526,Tony Lewis,,1,United Kingdom
29955,132339,Duke Pearson,1932,1,United States
29956,42728,Richard “Groove” Holmes,1931,1,United States
29957,119604,Ronnie Foster,1950,1,United States
29958,36824,Lou Donaldson,1926,1,United States
161030,347879,Cor Fuhler,1964,1,Netherlands
29959,64830,Eddie Henderson,1940,1,United States
29961,409581,Dr. Lonnie Smith,1942,1,United States
29962,49774,Jimmy McGriff,1936,1,United States
29960,56580,Bobbi Humphrey,1950,2,United States
29964,125371,Ike Quebec,1918,1,United States
161037,681664,Michael Vatcher,1954,1,Netherlands
29966,5305,Gene Harris,1933,1,United States
1766670,854227,Erica Kiesewetter,,2,United States
29968,36141,Bobby Hutcherson,1941,1,United States
29969,36593,Blue Mitchell,1930,1,United States
423186,385348,Mark Orrin Shuman,,1,United States
3536147,1143284,Angles 9,2012,,Sweden
29972,385232,Jack Wilson,1936,1,United States
29973,22028,Horace Silver,1928,1,United States
29974,5512,Stanley Turrentine,1934,1,United States
357656,829253,Ray Ellis and His Orchestra,,,United States
29976,9305,Lee Morgan,1938,1,United States
29977,4291,Art Blakey,1919,1,United States
29979,22848,Wayne Shorter,1933,1,United States
29978,35408,Tina Brooks,1932,1,United States
29981,21043,Jimmy Smith,1925,1,United States
29982,147543,Freddie Roach,1934,1,United States
29984,47131,Larry Young,1940,1,United States
29986,20966,Dianne Reeves,1956,2,United States
29990,23935,Bobby McFerrin,1950,1,United States
29989,23381,Stanley Jordan,1959,1,United States
29992,8816,Bud Powell,1924,1,United States
29985,410008,George Braith,1939,1,United States
29993,48358,Greg Osby,1960,1,United States
7763254,2147511,Elisabeth Roma,1962,2,Catalunya
30007,36831,The Brecker Brothers,,,United States
259384,301359,Bobbye Hall,1950,2,United States
259386,241296,Julia Waters,,2,United States
292150,1366557,Michel Waisvisz,1949,1,Netherlands
259388,241297,Maxine Waters,,2,United States
324925,737284,Vernon Brown,1907,1,United States
521538,182813,Carles Benavent,1954,1,Spain
619846,789631,Andreas Haberl,1982,1,Germany
521543,1230539,Josep Mas,1954,1,Spain
357704,777126,Albert Dailey,1939,1,United States
259402,382104,Alex Haas,1963,1,United States
2749770,1571851,Kaleidon,1973,,Italy
357709,22483,Pat Martino,1944,1,United States
357714,486891,John Heard,1938,1,United States
390486,1277060,Yvette Devereaux,,2,United States
62811,352525,Reggie Lucas,1953,1,United States
685403,480543,Ibrahim Maalouf,1980,1,France
2815332,1770268,Eddie Hick,,1,United Kingdom
390504,246173,Joe Porcaro,1930,1,United States
324969,267799,Gary Husband,1960,1,United Kingdom
5043563,1509878,Isak Hedtjärn,,1,Sweden
390507,587838,Lanny Morgan,1934,1,United States
3464322,2228889,Aidan Shepherd,,1,Canterbury
128396,61068,Miroslav Vitouš,1947,1,Czechia
554384,574614,Sha,1983,1,Switzerland
554392,693345,Pat Thomas,1964,1,United States
1865120,1175219,Günther Kieser,1930,1,Germany
849315,1543486,Bubbha Thomas,,1,Houston
783790,394879,Steve Ferguson,1948,1,United States
6124981,1585574,Irreversible Entanglements,2015,,United States
30142,209911,Jean Carne,1947,2,United States
62920,60517,Don Was,1952,1,United States
1471946,1763928,Jerry Fuller,1939,1,Canada
161234,46415,Doc Severinsen,1927,1,United States
1865174,1640565,Alain Eckert Quartet,,,France
783837,1440343,Roland Kusche,,1,Germany
292318,700990,Brian Odgers,1942,1,United Kingdom
194015,57534,Ray Obiedo,,1,United States
849376,1603895,Kash Killion,,1,United States
947681,627992,Maciej Sikała,1961,1,Poland
30183,155627,Roy Ayers Ubiquity,,,United States
30184,5232,Kenny Burrell,1931,1,United States
30185,107705,Brian Auger,1939,1,United Kingdom
30201,119186,Norman Connors,1947,1,United States
751097,238123,Cristóvão Bastos,1947,1,Brazil
849409,1158084,Scott Burgess,,1,United States
390660,1435003,E. Rodney Jones,1928,1,United States
30214,117960,Nathan Davis,1937,1,United States
2029067,818970,Laurel Halo,1985,2,United States
947725,262948,Irving Joseph,1925,1,United States
292365,466085,Iiro Rantala,1970,1,Finland
259601,32526,Red Garland Trio,,,United States
488980,810632,Heike Wendelin,,2,Germany
488981,883779,Christopher Brunner,,1,Germany
488983,883777,Thomas Weber,,1,Germany
488984,883781,Heike Aumüller,,2,Germany
128537,154675,高中正義,1953,1,Japan
456223,162404,João Donato,1934,1,Brazil
914975,552022,Steve Reid,,1,United States
259619,440233,George Ricci,1921,1,United States
4191786,1189496,Riccardo Damian,,1,London
3274297,1940682,Paul Williamson,,1,Australia
423482,727711,Nippy Noya,1946,1,Indonesia
456261,368410,Vincent Courtois,1968,1,France
194118,129761,Jim Keltner,1942,1,United States
652871,97116,Todd Cochran,1951,1,United States
1832523,1930924,Hingston Studio,1997,,London
1078877,376098,Rozi Plain,,2,United Kingdom
292449,385656,Georgie Born,1955,2,United Kingdom
3143269,1340169,Wacław Zimpel,1983,1,Poland
2029158,49943,Victor Jones,1954,1,United States
63084,37386,Vernon Reid,1958,1,United States
620152,652187,Gerald Clayton,1984,1,Netherlands
1046137,49519,The Chad Mitchell Trio,1959,,United States
325243,806177,Ambrose Akinmusire,1982,1,United States
620155,183044,Terell Stafford,1966,1,United States
325242,456563,Andy Milne,1969,1,Canada
1832574,1081525,Fred Payne,,1,United States
620158,5268,Rickey Woodard,1956,1,United States
292492,730119,John Edwards,1964,1,United Kingdom
292493,154511,John Stevens,1940,1,United Kingdom
620175,2555895,納見義徳,1940,1,Japan
456336,859019,Teco Cardoso,1960,1,Brazil
226961,382700,Greg Koller,,1,United States
587410,2127950,Rik Elings,,1,Netherlands
292500,359937,Trevor Watts,1939,1,United Kingdom
358041,2414993,Bobby Brown,,1,United States
1013402,46742,Bill Bruford’s Earthworks,1986,,United Kingdom
161443,360375,Will Holland,,1,United Kingdom
259755,383661,Anthony Wilson,1968,1,United States
292535,990,Big Bad Voodoo Daddy,1989,,United States
652986,460422,Kelly Pratt,,1,United States
227007,442758,Dominic Kanza,1964,1,Democratic Republic of the Congo
259778,37354,Paul Chambers,1935,1,United States
325321,117847,Charlie Bisharat,1963,1,United States
390857,758220,Christoph Wertz,,1,Germany
292561,49975,Steve Reid,1944,1,United States
63195,372929,Cameron McVey,1957,,United Kingdom
161502,92811,Adrian Enescu,1948,1,Romania
30434,241450,Lee Herschberg,,1,United States
259822,374729,Henry Lewy,1926,1,United States
358127,1511483,Gerald Sanfino,1919,1,United States
358126,554150,Joe Ferrante,1925,1,United States
358131,506726,Maria Toledo,1937,2,Brazil
1242863,587269,José Nogueras,,1,Puerto Rico
292610,553940,Shamek Farrah,,1,United States
292612,929848,Sonelius Smith,1942,1,United States
1046293,500119,José James,1978,1,United States
30486,5263,Stan Getz,1927,1,United States
3208992,899212,Lakecia Benjamin,1982,2,United States
96033,113778,Duncan Lamont,1931,1,United Kingdom
259877,296895,Felix Pappalardi,1939,1,United States
390950,646066,Rob Moose,1982,1,United States
489255,812248,Guillermo Gregorio,1941,1,Argentina
554794,935946,André Jaume,1940,1,France
522028,1293915,Even Ormestad,1978,1,Norway
522027,1120714,Line Horntveth,1974,2,Norway
1668912,690404,Jonathan Boulet,,1,Australia
3241777,2595857,Sébastien Schmit,,1,Belgium
1832757,1049023,Meat and Potatoes Inc.,,,United States
292670,439984,John Cameron,1944,1,United Kingdom
259913,30866,Jerry Garcia,1942,1,United States
63308,54460,Elliott Sharp,1951,1,United States
554834,833561,Raw Poetic,,1,United States
2946900,1593846,Carlos Alberto De Alcântara Pereira,,1,Brazil
30552,3415,Ray Charles,1930,1,United States
489306,967352,Carter Jefferson,1945,1,United States
194401,119870,Jamie Cullum,1979,1,United Kingdom
456548,349954,Bémbé Ségué,,2,United Kingdom
325479,948266,Jonas Lindgren,1954,1,Sweden
96114,9491,Kenny G,1956,1,United States
1046400,967191,Ole Kock Hansen,1945,1,Denmark
292742,547510,Helen Tunstall,,2,United Kingdom
325517,381918,Janne Hansson,1949,1,Sweden
12547982,2464026,London Brew,,,United Kingdom
325523,389502,David Piltch,1960,1,Canada
325524,61070,Ron Miles,1963,1,United States
1243027,2626514,Josquin Des Prés,1954,1,United States
1243028,1737070,Mimi Lorenzini,1949,1,France
456600,104041,Jerry González,1949,1,United States
1636254,1183757,Max Harrison,,1,United Kingdom
325538,457548,Morten Qvenild,1978,1,Norway
784291,1655422,Toon de Gouw,1960,1,Netherlands
63400,729107,Phew,1959,2,Tokyo
7337898,143838,Meirelles,1940,1,Brazil
358317,750391,Charles Loper,,1,United States
358318,73011,Emil Richards,1932,1,United States
489394,415194,"Alvin Flythe, Jr.",,1,United States
1046460,539303,Ralph Bowen,1961,1,Canada
489405,492671,Ulf Wallander,,1,Sweden
292805,385440,Barry Rogers,1935,1,United States
358340,1243334,Cato Salsa,,1,Norway
292812,675534,Jimmy Maelen,1940,1,United States
292813,418221,Lou Marini,1945,1,United States
489423,258647,Wallias Band,,,Ethiopia
325584,592206,Phil Todd,1956,1,United Kingdom
161744,410148,Mark Wilder,,1,United States
292817,385606,Pat Rebillot,1935,1,United States
325587,1063584,Johnny Dover,1929,1,Belgium
292820,671451,Regis Iandiorio,,1,United States
10385365,2231487,New Masada Quartet,2018,,New York
292826,385279,Jesse Levy,,1,United States
5765090,981929,José Antonio Rodríguez,1953,1,Cuba
30700,44142,Jorge Ben Jor,1942,1,Brazil
30703,10264,Elis Regina,1945,2,Brazil
2684912,1332049,Henrik Alsér,1983,1,Sweden
260081,372583,Mark Feldman,1955,1,United States
292850,372328,Esbjörn Svensson,1964,1,Sweden
292851,372331,Magnus Öström,1965,1,Sweden
63476,406803,Daniel Carter,1945,1,United States
292852,372330,Dan Berglund,1963,1,Sweden
260084,63503,Frank London,1958,1,United States
817144,1376982,Paul Bacon,1923,1,United States
1079286,637886,ספי ציזלינג,,1,Israel
653307,685573,Miles Mosley,1980,1,United States
30721,33945,Herbie Mann,1930,1,United States
30724,169160,Santana,1966,,United States
30725,38173,The Blackbyrds,1973,,United States
96266,45651,David Torn,1953,1,United States
2717709,354583,Phil Turcio,,1,Australia
325649,548070,Ron Mathewson,1944,1,United Kingdom
456731,427608,John Anderson,1954,1,United Kingdom
522271,481535,Elizabeth Lim,,2,United States
1472546,1335581,サディスティックス,1976,,Japan
96302,667346,Geoff Travis,1952,1,United Kingdom
96303,168675,Mayo Thompson,1944,1,United States
30766,490138,Gina Foster,,2,United Kingdom
1833022,751239,Phil Lee,,1,United Kingdom
260164,631471,Scott Petito,,1,United States
63559,342294,Billy Martin,1962,1,United States
358472,419946,Keith Copeland,1946,1,United States
1538137,556956,Denis Farmer,,1,Canada
3962971,1604778,Nick Mazzarella,1984,1,United States
260199,383824,Steve Forman,,1,United States
358504,390709,Assa Drori,,1,United States
358506,382352,Stuart Brooks,,1,United Kingdom
358508,558934,Steve Holtman,,1,United States
227438,173462,Peter Blegvad,1951,1,United States
358513,387710,Ralph Salmins,1964,1,United Kingdom
1996912,400462,Liberation Music Orchestra,,,United States
325753,258300,Kim Kashkashian,1952,2,United States
292996,633169,Joe Gordon,1928,1,United States
227461,188309,Michael Shrieve,1949,1,United States
948357,1063365,中村誠一,1947,1,Japan
63628,10356,Al Jarreau,1940,1,United States
817294,222756,Larry Coryell and The Eleventh House,1973,,United States
96400,407318,George Gruntz,1932,1,Switzerland
5798035,1945675,Rita Payés,1999,2,Catalunya
817302,965951,Connie Kupka,,2,United States
424087,1460849,Rémy Kolpa Kopoul,,1,France
3078301,1958029,Remko Edelaar,,1,Netherlands
293022,499749,Philipp Wachsmann,1944,1,United Kingdom
784547,628156,Teemu Viinikainen,1975,1,Finland
784550,1266537,Willi Lietzmann,,1,Germany
817318,374190,Chris Kuffner,,1,United States
3078306,1959576,Jeannette Landré,,2,Netherlands
489644,386188,Joane Hétu,1958,2,Canada
1964205,1251983,Adam Birnbaum,1979,1,United States
96435,58838,Jason Moran,1975,1,United States
96438,46272,Jacky Terrasson,1965,1,France
1964214,830043,Mary Halvorson Trio,,,United States
96440,144244,Chucho Valdés,1941,1,Cuba
489665,378914,Reggie Nicholson,1957,1,United States
96452,117903,Richard Page,1953,1,United States
2095302,384581,Maurice Brown,1981,1,Chicago
1013966,1528804,Farid Barron,,1,United States
456914,940860,Gary Mayone,,1,United States
456915,240364,Andrew Page,,1,United States
522452,974358,Clarence Johnston,1925,1,United States
424151,1566635,Amha Eshete,,1,Ethiopia
260311,435213,Stuart Gordon,1950,1,United Kingdom
162011,226202,Christina Lux,1965,2,Germany
194781,91241,Eddie Gale,1941,1,United States
489694,54702,Tomasz Stańko,1942,1,Poland
325855,263168,Tyree Glenn,1912,1,United States
5634271,2241221,Jamie Leeming,,1,United Kingdom
325854,679926,Arvell Shaw,1923,1,United States
325860,868736,Peanuts Hucko,1918,1,United States
325859,669474,Danny Barcelona,1929,1,United States
4126959,885738,Xavier Phillips,1971,1,France
5634287,2278253,Rick David,,1,London
1767665,981833,福居良,1948,1,Japan
686343,372167,Dadi,1952,1,Brazil
555275,11470,The Rippingtons,1986,,United States
325903,223387,Larry Fast,1951,1,United States
63761,127202,Joshua Abrams,1973,1,United States
653590,117460,Piirpauke,1974,,Finland
358683,329034,"Al Jackson, Jr.",1935,1,United States
31015,112187,David Peaston,1957,1,United States
522540,753898,Justin Robinson,1968,1,United States
719153,1416702,Chris Komer,,1,United States
719154,997137,Laura Oatts,,2,United States
719156,965814,Alan R. Kay,,1,United States
719157,1875464,Sheryl Henze,,2,United States
719152,1500122,Todd Levy,,1,United States
751938,1030389,内藤克彦,,1,New York
260419,604823,Ducky Carlisle,1957,1,United States
5339463,1431616,Mary Halvorson Octet,,,United States
260429,141002,Sérgio Godinho,1945,1,Portugal
391514,2107559,Jose Rodrigues,,1,Brazil
227677,10361,Buena Vista Social Club,1996,,Cuba
555359,1095795,Joe Kennedy,1923,1,United States
293220,738651,Bobby Emmons,1943,1,United States
293221,131901,Reggie Young,1936,1,United States
293222,394988,Bobby Wood,1941,1,United States
293223,361885,Gene Chrisman,1940,1,United States
3340646,87867,Wallace Roney,1960,1,United States
325997,174447,Peter Bernstein,1967,1,United States
1309039,738996,Paed Conca,,1,Switzerland
358781,1013301,Thornel Schwartz,1927,1,United States
1145214,500670,Leevi Leppänen,,1,Finland
3111295,86908,Gateway,1975,,United States
555389,1350977,Timothy Feeney,,1,United States
293253,8993,Bobby Watson,1953,1,United States
1833351,1068017,Gribbitt!,,4,United States
326032,359387,Steve Berrios,1945,1,United States
2718108,2152161,Amir Bresler,1989,1,Israel
1276335,944159,桑名晴子,1956,2,Japan
358834,370190,Lee Katzman,1928,1,United States
1046963,1350537,Sławomir Kulpowicz,1952,1,Poland
326081,527010,Milt Bernhart,1926,1,United States
31167,40154,Phil Ranelin,1939,1,United States
227789,305409,Al Schmitt,1930,1,United States
227790,23159,Neil Larsen,1948,1,United States
1800656,712548,Thundercat,1984,1,United States
129495,241144,Tchad Blake,1955,1,Powys
260572,379219,Gary Herbig,1947,1,United States
260573,370451,Kim Hutchcroft,,1,United States
260574,260127,Brandon Fields,1957,1,United States
424418,144993,神保彰,1959,1,Japan
424421,1247305,Ab Baars,1955,1,Netherlands
