1726007,Richard Oschanitzky,1939,1,Romania
1871285,Immortal Onion,,,Poland
269619,Don Meehan,,1,United States
128570,Gwen Owens,,2,United States
618650,Benoît Corboz,1962,1,Switzerland
1344716,Børge Fjordheim,1975,1,Norway
1059221,Krystyna Urbańska,,2,Poland
1059222,Janusz Urbański,1912,1,Poland
379302,Paul Riser,1936,1,United States
1157305,fuhrer vienna,,,Wien
605351,Greg Coates,,1,United States
1370905,Mark Mason,,1,United States
1042985,Kenneth Essex,1920,1,United Kingdom
959629,Don Bailey,,1,United States
882114,Carl Seltzer,,1,United States
838781,Guy Eckstine,,1,United States
281242,Joan Albert Amargós,1950,1,Spain
429930,Melanie De Biasio,1978,2,Belgium
1057970,Stan Ricker,1936,1,United States
99364,Hugh Masekela & The Union of South Africa,,,South Africa
170308,Carol Kaye,1935,2,United States
5862,GROUND‐ZERO,1990,,Japan
449411,Paul Goodman,,1,United States
7702,Glen Velez,1949,1,United States
176446,Cannonball Adderley Sextet,1962,,United States
1157755,Manfred Herten,1952,1,Germany
887112,Dov Scheindlin,1970,1,United States
342139,Chris Laurence,1949,1,United Kingdom
1325016,Peter Pearlson,,1,South Africa
277834,Niño Josele,1974,1,Spain
355342,Javier Limón,1973,1,Spain
2348860,Wosene Worke Kosrof,1950,1,United States
205942,Valerie Simpson,1946,2,United States
985513,Charles Eubanks,1946,1,United States
1136351,Bert Noglik,1948,1,Germany
593074,Jorge Dalto,1948,1,Argentina
41123,Phil Upchurch,1941,1,United States
561748,"James Jamerson, Jr.",1957,1,United States
305707,Hüsnü Şenlendirici,1976,1,Türkiye
385919,Gary Skardina,,1,United States
116065,Trevor Dunn's Trio-Convulsant,1997,,United States
688441,Mary Halvorson,1980,2,United States
800439,Michelle Mancini,,2,Los Angeles
2169419,Àbáse,,,Berlin
313108,The George Benson Quartet,1965,,United States
371185,Al Harewood,1923,1,United States
738320,Mickey Tucker,1941,1,United States
860796,山下洋輔,1942,1,Japan
491294,Tommaso Colliva,,,Italy
33005,Claudia Acuña,1971,2,Chile
382641,Luis Conte,1954,1,Thousand Oaks
712649,Warren Smith,1934,1,United States
1094140,Stanley Crouch,1945,1,United States
712648,Fred Hopkins,1947,1,United States
15849,Lawrence D. “Butch” Morris,1947,1,United States
509214,John Sinclair,1941,1,United States
50328,James Newton,1953,1,United States
1518784,横田年昭,1944,1,Japan
1241986,今田勝,1932,1,Japan
2049712,Julien Soro,,1,France
565976,Don Thompson,1940,1,Canada
22790,Tuxedomoon,1977,,United States
1949,Dido,1971,2,United Kingdom
915407,Thomas Vang,,1,Denmark
944608,Watson Clis,,1,Brazil
41613,David Carroll,1913,1,United States
1027377,Arnold Eidus,1922,1,United States
88012,Didier Lockwood,1956,1,France
731981,Willie Ruff,1931,1,United States
965590,Richard Landrum,,1,United States
1397611,Toby Mountain,1950,1,United States
1234217,James Moore,,1,United States
68558,Jan Jelinek,1971,1,Germany
1101179,George Brown,,1,United States
893649,Angelica Sanchez,1972,2,United States
74997,The Bad Plus,2000,,United States
1157149,Photay,,1,United States
347223,June Pointer,1953,2,United States
1812770,Chris Reeder,,1,United Kingdom
490267,島健,1950,1,Japan
356660,Simon Fowler,1954,1,United Kingdom
696506,Chris Dave,1968,1,United States
758372,Tony Reeves,1943,1,United Kingdom
959681,Lawrence Killian,,1,United States
1516431,Philip Manning,,1,Switzerland
253195,Jeffrey Cohen,,1,United States
114174,Lizz Wright,1980,2,United States
1532155,Anthony Gravino,,1,United States
2540564,Süleyman Kayaalp,,1,Germany
1950343,Frederick Woods,,1,United Kingdom
386658,Jack Renner,1935,1,United States
248800,"Manuel ""Guajiro"" Mirabal",1933,1,Cuba
624308,Chris Allen,,1,New York
466806,Peter Cobbin,,1,United Kingdom
48863,Terje Rypdal,1947,1,Norway
53725,Arild Andersen,1945,1,Norway
1256116,Anthony Loew,,1,United States
608954,Green Ink,1982,,United Kingdom
777192,Jacques Schols,1935,1,Netherlands
